source,headline,url,content,date_scraped
www.npr.org,Homeland Security makes cuts to civil rights and immigration oversight offices,https://www.npr.org/2025/03/21/nx-s1-5336738/homeland-security-rif-cuts-dhs,"Ximena Bustillo Secretary of Homeland Security Kristi Noem speaks to staff at DHS headquarters in Washington, D.C., on Jan. 28.Manuel Balce Ceneta/Pool/AFP via Getty Imageshide caption The Department of Homeland Security is cutting jobs in the oversight divisions focused on civil rights as a part of a broader reduction in force effort across the federal government. The affected offices, confirmed by DHS spokesperson Tricia McLaughlin, are the Office for Civil Rights and Civil Liberties (CRCL), the Office of the Immigration Detention Ombudsman and the Office of the Citizenship and Immigration Services Ombudsman. ""These offices have obstructed immigration enforcement by adding bureaucratic hurdles and undermining [the department's] mission,"" McLaughlin said in a statement. ""Rather than supporting law enforcement efforts, they often function as internal adversaries that slow down operations."" The two ombudsman offices provide oversight of the DHS immigration portfolio. This includesdetention, by working with those detained who face issues with Immigration and Customs Enforcement; and theU.S. Citizenship and Immigration Services(USCIS), to help resolve issues with those seeking immigration-related benefits. ""DHS remains committed to civil rights protections but must streamline oversight to remove roadblocks to enforcement,"" McLaughlin said. ""These reductions ensure taxpayer dollars support the Department's core mission: border security and immigration enforcement."" Across the government, federal agencies have announced their plans for job cuts as directed by the White House. The latest round of firings, which werefirst reported by Bloomberg, come after an initial round in February focusing primarily on the other parts of the agency that do not handle immigration enforcement. At that time, 405 DHS workers were laid off across cybersecurity, disaster response and science and technology. USCIS lost under 50 employees. Last week, ahead of the cuts, the Democratic ranking members of Senate Homeland and Governmental Affairs Committee and the Judiciary Committee, which primarily oversee immigration issues,sent a letter to Homeland Security Secretary Kristi Noemwarning against cuts to the Civil Rights and Civil Liberties Office, noting that its role is ""statutorily-required."" ""A decision to eliminate the CRCL office or make significant reductions in CRCL staff will jeopardize DHS's ability to comply with statutory requirements and to protect the civil rights and civil liberties of the American people,"" wrote Sens. Gary Peters, D-Mich., and Dick Durbin, D-Ill.",2025-03-22 00:35:24
www.npr.org,What's the ideal age to reach a life milestone? Many Americans say it depends,https://www.npr.org/2025/03/21/g-s1-55154/life-milestone-pew-study-retirement-home-ownership-americans,"Manuela López Restrepo On average, the Americans surveyed by Pew said the best age to become a parent is 27.3 years old.Richard Drury/Getty Imageshide caption What do you consider a life milestone? Maybe it's buying a home, starting a family or finally finishing that manuscript you've been working on. A new survey from the Pew Research Centerreleased Wednesday sought to find out what Americans think are the ideal times for some of those traditional milestones to take place. Spoiler alert:it depends! From the White House to your home — get political news and analysis that matters sent straight to your inbox, with theNPR Politics newsletter. These averages are reflective of a larger cultural trend among younger Americans — they're hitting these milestones later in life than previous generations, according toa Pew analysis from 2023. The study, which looked at Census Bureau data, showed that adults under 21 were hitting major life milestones later than adults from 40 years prior. That tracks with the most recentcensus data, which says the median age for first-time marriage in 2024 was 30.2 years for men and 28.6 years for women. In 1974, those respective ages were 23.1 and 21.1.",2025-03-22 00:35:27
www.npr.org,What we know about the case of detained Georgetown professor Badar Khan Suri,https://www.npr.org/2025/03/21/nx-s1-5336173/immigration-georgetown-university-professor,"Jaclyn Diaz Healy Hall, the flagship building of Georgetown University's main campus in Washington, D.C., is seen in 2011.Mladen Antonov/AFP via Getty Imageshide caption A federal judge has blocked immigration officials from deporting a Georgetown University professor and postdoctoral scholar who was detained by the Trump administration earlier this week. In a ruling Thursday, U.S. District Judge Patricia Tolliver Giles in Alexandria, Va., said Badar Khan Suri, an Indian national, can't be removed from the U.S. ""until the Court issues a contrary order."" Giles' order stopped short of releasing Suri back to his Rosslyn, Va., home where his wife and three young children are still living. His lawyers are still working to get him released. Suri is just the latest scholar to be detained or deported by the Trump administration for their support for Palestinian rights or for criticizing Israel for the war in Gaza. Just like the high-profile arrest ofColumbia graduate student Mahmoud Khalil,Suri is being accused by Department of Homeland Security officials of spreading Hamas propaganda. Tricia McLaughlin, assistant secretary of the Department of Homeland Security (DHS), saidon X:""Suri was a foreign exchange student at Georgetown University actively spreading Hamas propaganda and promoting antisemitism on social media. Suri has close connections to a known or suspected terrorist, who is a senior advisor to Hamas."" His lawyers deny this. Attorneys with the Virginia ACLU have said in court filings that the government is retaliating against Suri for his and his wife's support for Palestinians and for the couple's ties to Gaza. ""Ripping someone from their home and family, stripping them of their immigration status, and detaining them solely based on political viewpoint is a clear attempt by President Trump to silence dissent,"" ACLU of Virginia Senior Immigrants' Rights Attorney Sophia Greggsaid in a statement on Suri's case. ""That is patently unconstitutional."" A representative for DHS didn't immediately respond to a request for comment. Here's the latest on Suri's case. At the time of his arrest on Monday, Suri was teaching a course and attending Georgetown as a postdoctoral fellow at the university's Alwaleed Bin Talal Center for Muslim-Christian Understanding at the Edmund A. Walsh School of Foreign Service,according to his bioon the school's website. He's in the U.S. under a J-1 visa, whichaccording to the U.S. Citizenship and Immigration Services, is for people who take part in approved programs of teaching, studying, training and research. In 2020, Suri completed his Ph.D. in Peace & Conflict Studies from the Nelson Mandela Center for Peace and Conflict Resolution at Jamia Millia Islamia, a public research university in New Delhi. In a statement calling for Suri's release, Georgetown's Alwaleed Center had strong words for the Trump administration. ""[Suri] has committed no crime. Like Mahmoud Khalil before him, he was arrested in the context of a campaign by the Trump Administration to destroy higher education in the United States and punish their political opponents,"" the center said. Badar Khan Suri, a postdoctoral fellow at Georgetown's School of Foreign Service, is currently being held in an immigration detention center in Louisiana, according to his lawyers.Andrew C. Condon/Alwaleed Bin Talal Center for Muslim-Christian Understandinghide caption Suri's wife, Mapheze Saleh, is a U.S. citizen of Palestinian descent and her father is Ahmed Yousef, a former adviser to Hamas,according to the Associated Press. YouseftoldThe New York Timesthat his son-in-law wasn't involved in any ""political activism,"" including on behalf of Hamas. Yousef, for his part, has criticized the Oct. 7, 2023, attack on Israel and left his role in the Hamas-run government more than a decade ago, theTimessaid. Nader Hashemi, a professor of Middle East and Islamic politics at Georgetown, also told the Associated Press that Suri was focused on teaching and wasn't involved in political activism on the highly prestigious college campus. Suri's attorneys say he and Saleh have faced harassment and threats for speaking out in support of Palestinians and have been featured on sites dedicated to bullying and defaming academics and students involved in the pro-Palestine movement. A photo of Salah and information about her, including her school and former employer is featured on an anonymously run website, Suri's attorneys write in court filings. They said the site ""maintains a blacklist of individuals perceived to support Palestinian rights and is infamous for bullying, slandering, and defaming academics and students."" Suri's plight started March 17, when upon returning home following a Ramadan meal celebration, he was approached by masked federal agents who identified themselves as part of the Department of Homeland Security. They informed him that the government had revoked his visa. ""He is here legally. There was no ongoing issue with his visa,"" Eden B. Heilman,legal director of the ACLU of Virginia, told NPR. The agents quickly took him into custody in front of his wife, Heilman said. But there was never any real explanation to Suri or Saleh about where he was going, what was happening or why, Heilman says. Suri was never charged with any crime. But in just under 72 hours, he has been moved from one immigration center to the next, eventually landing in Louisiana where he is currently held. Both the speed and obscure nature of Suri's arrest ""is really alarming,"" Heilman said. McLaughlin, the assistant secretary of DHS, said Secretary of State Marco Rubio made the determination to remove Suri on March 15, two days before he was arrested.She said on Xthat Rubio determined that Suri's ""activities and presence in the United States rendered him deportable under INA section 237(a)(4)(C)(i)."" The Trump administration is using the same ""rarely used"" federal provision to attempt to remove Suri as they did in the case of Khalil, the former Columbia student,according to the professor's lawyers. This was done ""... to retaliate against and punish noncitizens like Mr. Suri solely for their family ties to those who may have either expressed criticism of U.S. foreign policy as it relates to Israel, or who are perceived to hold such critical views imputed to them due to familial relationship."" Baher Azmy, legal director of the Center for Constitutional Rights and and one of Khalil's lawyers, said the use of this policy by the federal government is ""largely unprecedented, save for ugly historical precedents, including the Red Scare and McCarthyism,""theColumbia Spectatorreported. Suri's attorneys are currently working to get him relocated closer to his family, and legal representation, in Virginia, Heilman said.",2025-03-22 00:35:30
www.npr.org,Media,https://www.npr.org/sections/media/,"Staff at the government broadcaster Voice of America have filed a lawsuit against the Trump administration, which put nearly 900 employees on leave and froze funding last week.BONNIE CASH/AFP via Getty Images/AFPhide caption March 21, 2025 •Six Voice of America journalists and a director at its parent agency have sued the Trump administration, alleging its moves to shut down the U.S.-funded network are unconstitutional.",2025-03-22 00:35:32
www.npr.org,National,https://www.npr.org/sections/national/,"Secretary of Homeland Security Kristi Noem speaks to staff at DHS headquarters in Washington, D.C., on Jan. 28.Manuel Balce Ceneta/Pool/AFP via Getty Imageshide caption March 21, 2025 •DHS confirms it is implementing a reduction in force in three oversight offices as part of the effort to cut the federal workforce.",2025-03-22 00:35:35
www.npr.org,All Songs Considered,https://www.npr.org/sections/allsongs/606254804/new-music-friday,"Michelle Zauner and Japanese Breakfast is back with a new album,For Melancholy Brunettes (& sad women).Pak Bae/Dead Oceanshide caption March 21, 2025 •We talk new albums by Japanese Breakfast, My Morning Jacket and more with Izzi Bavis of Baltimore public radio station WTMD.",2025-03-22 00:35:38
www.npr.org,WATCH,,,2025-03-22 00:35:38
www.npr.org,The Brief,https://www.npr.org/series/g-s1-41197/the-brief,"On average, the Americans surveyed by Pew said the best age to become a parent is 27.3 years old.Richard Drury/Getty Imageshide caption March 21, 2025 •Owning a home, starting a family or retiring: If these are things you want, what's the best age to do them? The Pew Research Center surveyed 3,600 U.S. adults to find out.",2025-03-22 00:35:41
www.npr.org,Law,https://www.npr.org/sections/law/,"Healy Hall, the flagship building of Georgetown University's main campus in Washington, D.C., is seen in 2011.Mladen Antonov/AFP via Getty Imageshide caption March 21, 2025 •The Indian national and postdoctoral fellow is the latest scholar detained or deported by the Trump administration for speaking in support of Palestinian rights or criticizing Israel's actions in Gaza.",2025-03-22 00:35:43
www.npr.org,The NPR news quiz,https://www.npr.org/series/1146192567/weekly-news-quiz,"From left: Liberty Enlightening the World, Bill Skarsgård, Sunita Williams (before her ISS sojourn).Bruce Bennett/Getty Images; Jon Kopaloff/Getty Images; Joe Raedle/Getty Imageshide caption March 21, 2025 •This week also saw a highly undramatic object cause drama and the happily undramatic return of the two NASA astronauts who had an unexpected stay on the International Space Station.",2025-03-22 00:35:45
www.npr.org,News,https://www.npr.org/sections/news/,"Former heavyweight champion George Foreman has hit glove lifted into the air after referee Al Munoz gave Foreman the victory in his heavyweight fight against Bert Cooper in Phoenix, on June 2, 1989.Jeff Robbins/AP Photohide caption March 22, 2025 •The heavyweight who lost the ""Rumble in the Jungle"" to Muhammad Ali before authoring an inspiring second act as a 45-year-old champion and a successful businessman was 76.",2025-03-22 00:35:48
www.npr.org,National,https://www.npr.org/sections/national/,"Secretary of Homeland Security Kristi Noem speaks to staff at DHS headquarters in Washington, D.C., on Jan. 28.Manuel Balce Ceneta/Pool/AFP via Getty Imageshide caption March 21, 2025 •DHS confirms it is implementing a reduction in force in three oversight offices as part of the effort to cut the federal workforce.",2025-03-22 00:35:51
www.npr.org,Education,https://www.npr.org/sections/education/,"Healy Hall, the flagship building of Georgetown University's main campus in Washington, D.C., is seen in 2011.Mladen Antonov/AFP via Getty Imageshide caption March 21, 2025 •The Indian national and postdoctoral fellow is the latest scholar detained or deported by the Trump administration for speaking in support of Palestinian rights or criticizing Israel's actions in Gaza.",2025-03-22 00:35:54
www.npr.org,Former Tennessee education official discusses order to dismantle Education Department,https://ondemand.npr.org/anon.npr-mp3/npr/me/2025/03/20250321_me_former_tennessee_education_official_discusses_order_to_dismantle_education_department.mp3?size=5350758&d=334392&e=nx-s1-5334678&sc=siteplayer&aw_0_1st.playerid=siteplayer,,2025-03-22 00:36:46
